unique_plant_ID,species,functional_group,date_planting,survival_2021,survival_2022,survival_2023,flower_status_2021,flower_status_2022,flower_status_2023,biomass_comb_2021,biomass_comb_2022,biomass_comb_2023,number_seeds_2021,number_seeds_2022,number_seeds_2023,height_vegetative_str_2021,height_vegetative_str_2022,height_vegetative_str_2023,number_leaves_2021,number_leaves_2022,number_leaves_2023
CHE.hi.ambi.vege.wf.07.06.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.0490565931189319,0.06616956227589424,0.147,0,0,0,50,40,44,7,8,10
CHE.hi.ambi.vege.wf.07.07.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.024785301508656224,0.025845707795631227,0.1307,0,0,0,177,138,133,4,4,10
CHE.hi.ambi.vege.wf.07.08.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.002361622384135988,0.010705971561311634,0.0201,0,0,0,21,46,51,5,6,6
CHE.hi.ambi.vege.wf.07.09.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.005836344935258288,NA,NA,0,NA,NA,30,NA,NA,3,NA,NA
CHE.hi.ambi.vege.wf.07.10.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.034091802157096424,0.025648064410767765,0.017,0,0,0,34,31,27,5,4,3
CHE.hi.ambi.vege.wf.07.11.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.05136506833803772,0.014599724738154117,0.0055,0,0,0,52,18,14,17,12,6
CHE.hi.ambi.vege.wf.07.12.1,daucar,forb,2021-06-17,1,1,0,0,0,NA,0.02196748162456565,0.0122101442414601,NA,0,0,NA,112,42,NA,4,4,NA
CHE.hi.ambi.vege.wf.07.13.1,daucar,forb,2021-06-17,1,1,0,0,0,NA,0.026556985938428267,0.03185370350044968,NA,0,0,NA,94,78,NA,4,4,NA
CHE.hi.ambi.vege.wf.07.14.2,cenjac,forb,2021-09-21,NA,1,1,NA,0,0,NA,0.016969117494660953,0.0324,NA,0,0,NA,59,64,NA,4,5
CHE.hi.ambi.vege.wf.07.15.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.08145688489083452,0.12577734274730878,0.0823,0,0,0,56,125,74,52,58,46
CHE.hi.ambi.vege.wf.07.16.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.034575673606025516,0.03640701848863326,0.0589,0,0,0,105,95,56,11,8,20
CHE.hi.ambi.vege.wf.07.17.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.03812306678760505,0.04040401030646376,0.0521,0,0,0,44,42,32,4,4,3
CHE.hi.ambi.vege.wf.07.18.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.058679762225258926,0.04840195208963165,0.042,0,0,0,53,104,78,37,26,18
CHE.hi.ambi.vege.wf.07.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.03992382184627209,0.024062872021431543,0.0349,0,0,0,42,39,31,6,4,6
CHE.hi.ambi.vege.wf.07.20.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.0896076448227933,0.07070660383320163,0.0847,0,0,0,65,38,40,22,28,28
CHE.hi.ambi.vege.wf.07.21.1,medlup,legume,2021-06-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.hi.ambi.vege.wf.07.22.2,silvul,forb,2021-09-21,NA,1,1,NA,0,0,NA,0.04511223500805925,0.0043,NA,0,0,NA,35,15,NA,20,3
CHE.hi.ambi.vege.wf.07.23.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.07472219675010659,0.10477989535447212,0.1905,0,0,0,62,59,63,6,7,6
CHE.hi.ambi.vege.wf.07.24.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.05752121057974094,0.09771100216619612,0.1272,0,0,0,36,58,59,8,8,7
CHE.hi.ambi.vege.wf.07.25.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.031525318353124394,0.044236765213272494,0.0186,0,0,0,70,106,46,5,6,6
CHE.hi.ambi.vege.wf.07.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.015005357524989334,0.032225923380185616,0.0094,0,0,0,23,27,23,5,6,3
CHE.hi.ambi.vege.wf.07.27.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.01047290531878233,NA,NA,0,NA,NA,34,NA,NA,4,NA,NA
CHE.hi.ambi.vege.wf.07.28.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.050152707821127705,0.022310709600349057,0.0223,0,0,0,46,31,32,7,4,3
CHE.hi.ambi.vege.wf.07.29.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.24576609901937937,0.16372687199938152,0.2135,0,0,0,61,65,59,7,5,7
CHE.hi.ambi.vege.wf.07.30.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.044675842221936934,0.012712923674222353,0.0382,0,0,0,105,64,71,5,3,3
CHE.hi.ambi.vege.wf.06.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.011462699590515288,0.025362033915052713,0.0701,0,0,0,52,72,69,7,8,14
CHE.hi.ambi.vege.wf.06.02.1,daucar,forb,2021-06-17,1,1,1,0,0,0,0.037929359757820094,0.11763329851684232,0.0732,0,0,0,57,78,65,6,7,4
CHE.hi.ambi.vege.wf.06.03.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.04468656706530427,0.1332400289665154,0.2996,0,0,0,58,134,155,13,15,25
CHE.hi.ambi.vege.wf.06.04.2,broere,graminoid,2021-07-22,1,1,1,0,1,0,0.04841775636925203,0.48658794681756584,0.1904,0,6.826086956521739,0,198,381,132,5,13,16
CHE.hi.ambi.vege.wf.06.05.1,hypper,forb,2021-06-17,1,1,1,0,0,1,0.04030847519043169,0.06671602462248276,0.2354,0,0,231.5,47,110,183,28,34,114
CHE.hi.ambi.vege.wf.06.06.1,scacol,forb,2021-06-17,1,1,1,0,0,1,0.09189709478329809,0.22139633952794047,0.8976,0,0,100.19999999999999,53,61,160,9,14,29
CHE.hi.ambi.vege.wf.06.07.1,broere,graminoid,2021-06-17,0,1,1,NA,0,0,NA,0.05372063029075149,0.1408,NA,0,0,NA,103,125,NA,9,21
CHE.hi.ambi.vege.wf.06.08.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.013103508804371448,0.049107990104964167,0.0793,0,0,0,47,91,100,7,10,9
CHE.hi.ambi.vege.wf.06.09.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.014175432430165261,NA,NA,0,NA,NA,32,NA,NA,4,NA,NA
CHE.hi.ambi.vege.wf.06.10.1,plamed,forb,2021-06-17,1,1,1,0,0,1,0.30140914447050515,0.6072958645465576,1.0531,0,0,63.76923076923077,62,78,86,8,8,9
CHE.hi.ambi.vege.wf.06.11.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.08356150102135083,0.05260016421209869,0.0209,0,0,0,48,47,26,26,18,14
CHE.hi.ambi.vege.wf.06.12.1,daucar,forb,2021-06-17,1,1,0,0,1,NA,0.12420950644276592,0.5186996441131363,NA,0,238.9090909090909,NA,146,171,NA,7,7,NA
CHE.hi.ambi.vege.wf.06.13.1,daucar,forb,2021-06-17,1,1,1,0,0,1,0.03104453435659224,0.17966557774017872,0.3547,0,0,119.45454545454545,81,120,103,4,6,5
CHE.hi.ambi.vege.wf.06.14.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.020329657426687617,0.2074056404413361,0.1846,0,16.846153846153847,16.846153846153847,63,127,119,4,8,9
CHE.hi.ambi.vege.wf.06.15.1,hypper,forb,2021-06-17,1,1,1,0,0,1,0.10094308473005724,0.3083954709152846,0.4916,0,0,396.85714285714283,76,168,204,47,106,121
CHE.hi.ambi.vege.wf.06.16.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.004374817771432069,0.012182823943647584,0.0451,0,0,0,80,96,92,3,3,8
CHE.hi.ambi.vege.wf.06.17.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.26787061065878986,0.39482605530831216,0.296,0,0,0,55,115,97,7,5,5
CHE.hi.ambi.vege.wf.06.18.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.03942097772044339,0.04256201277386401,0.0703,0,0,0,64,89,109,26,26,24
CHE.hi.ambi.vege.wf.06.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.07146169565118426,0.08556493959930306,0.0625,0,0,0,47,65,68,6,5,5
CHE.hi.ambi.vege.wf.06.20.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.17200840627764535,0.1518648393228701,0.0926,0,0,0,117,98,71,26,28,24
CHE.hi.ambi.vege.wf.06.21.2,medlup,legume,2021-09-21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.hi.ambi.vege.wf.06.22.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.08020807291866884,0.04253279187644763,0.0115,0,0,0,96,80,57,15,10,5
CHE.hi.ambi.vege.wf.06.23.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.12874894608443602,0.36617750497944884,0.3264,0,0,0,79,148,58,6,7,14
CHE.hi.ambi.vege.wf.06.24.1,scacol,forb,2021-06-17,1,1,1,0,0,1,0.10723178153888785,0.40990069058859885,1.29,0,0,100.19999999999999,65,112,272,7,10,18
CHE.hi.ambi.vege.wf.06.25.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.08427008530528086,0.06100011089958372,0.063,0,0,0,120,89,88,6,6,7
CHE.hi.ambi.vege.wf.06.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.09897495136358082,0.08993639924841884,0.0595,0,0,0,55,63,58,8,6,7
CHE.hi.ambi.vege.wf.06.27.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.008169207887253066,NA,NA,0,NA,NA,39,NA,NA,3,NA,NA
CHE.hi.ambi.vege.wf.06.28.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.06410892748132963,0.10374742782621488,0.0615,0,0,0,47,69,51,6,6,8
CHE.hi.ambi.vege.wf.06.29.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.1934824830437458,0.2347988135223897,0.2372,0,0,0,70,86,84,6,4,5
CHE.hi.ambi.vege.wf.06.30.1,cenjac,forb,2021-06-17,1,1,1,0,0,1,0.029400466015343484,0.055300834811233594,0.2819,0,0,16.846153846153847,82,140,185,4,4,9
CHE.hi.ambi.vege.wf.03.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.015394744797064291,0.054883137457223286,0.1328,0,0,0,81,114,102,4,8,11
CHE.hi.ambi.vege.wf.03.02.1,daucar,forb,2021-06-17,1,1,1,0,0,0,0.03972427747990626,0.12037014689162594,0.112,0,0,0,90,104,83,5,5,5
CHE.hi.ambi.vege.wf.03.03.2,broere,graminoid,2021-07-29,1,1,1,0,0,0,0.08023720322627506,0.08024781220495106,0.2069,0,0,0,258,174,184,6,9,15
CHE.hi.ambi.vege.wf.03.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.2158119513594441,0.23070592104425122,0.3418,0,0,0,263,224,238,15,16,29
CHE.hi.ambi.vege.wf.03.05.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.054775074173052316,0.08638223983605953,0.0882,0,0,0,54,119,115,36,42,33
CHE.hi.ambi.vege.wf.03.06.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.008011798450728472,0.024307324262407056,0.0202,0,0,0,28,42,46,2,4,4
CHE.hi.ambi.vege.wf.03.07.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.029669015609006727,0.13979900531102132,0.2138,0,0,0,131,250,209,5,10,16
CHE.hi.ambi.vege.wf.03.08.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.07634921994685197,0.10017517177186544,0.1548,0,0,0,142,130,106,10,12,15
CHE.hi.ambi.vege.wf.03.09.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.018750393154468185,NA,NA,0,NA,NA,41,NA,NA,5,NA,NA
CHE.hi.ambi.vege.wf.03.10.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.06284374716871742,0.06410995613339165,0.0578,0,0,0,37,52,51,6,4,3
CHE.hi.ambi.vege.wf.03.11.1,silvul,forb,2021-06-17,1,1,1,0,1,0,0.21870651445703648,0.24927202386666306,0.0618,0,30.321428571428573,0,153,119,62,27,23,33
CHE.hi.ambi.vege.wf.03.12.1,daucar,forb,2021-06-17,1,1,0,0,0,NA,0.05992578799008466,0.10522896253262914,NA,0,0,NA,118,124,NA,4,4,NA
CHE.hi.ambi.vege.wf.03.13.1,daucar,forb,2021-06-17,1,1,0,0,0,NA,0.06240723511001677,0.15977976084580472,NA,0,0,NA,100,146,NA,5,5,NA
CHE.hi.ambi.vege.wf.03.14.1,cenjac,forb,2021-06-17,1,1,1,0,1,0,0.038728345179627956,0.3921948770316384,0.2227,0,16.846153846153847,0,112,254,169,4,8,9
CHE.hi.ambi.vege.wf.03.15.1,hypper,forb,2021-06-17,1,1,1,0,0,1,0.04016414383826018,0.055123177345033754,0.121,0,0,33.07142857142857,45,96,153,26,30,55
CHE.hi.ambi.vege.wf.03.16.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.1057412640449588,0.14822918599154988,0.4894,0,0,0,249,169,137,8,12,29
CHE.hi.ambi.vege.wf.03.17.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.03165289300399961,0.028397767422522622,0.0196,0,0,0,25,65,28,5,2,3
CHE.hi.ambi.vege.wf.03.18.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.03735611469676212,0.02996336540428437,0.0392,0,0,0,49,98,80,23,18,20
CHE.hi.ambi.vege.wf.03.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.03339274161090459,0.008424891515029143,0.0318,0,0,0,35,17,33,5,4,4
CHE.hi.ambi.vege.wf.03.20.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.06314386309297938,0.03981950637107527,0.0192,0,0,0,40,101,53,24,8,8
CHE.hi.ambi.vege.wf.03.21.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.0234915985234273,NA,NA,0,NA,NA,76,NA,NA,5,NA,NA
CHE.hi.ambi.vege.wf.03.22.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.1011003814741123,0.13291364087288768,0.0579,0,0,0,81,107,92,21,23,14
CHE.hi.ambi.vege.wf.03.23.1,scacol,forb,2021-06-24,1,1,1,0,0,0,0.019063153247483745,0.05961335070127141,0.0929,0,0,0,24,63,57,7,5,8
CHE.hi.ambi.vege.wf.03.24.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.02719921310843683,0.06506092492794374,0.099,0,0,0,26,45,47,8,8,9
CHE.hi.ambi.vege.wf.03.25.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.03774555970653593,0.1348504200290448,0.1046,0,0,0,73,136,103,5,10,10
CHE.hi.ambi.vege.wf.03.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.032170291163950926,0.05844181701315444,0.0318,0,0,0,29,56,38,5,5,5
CHE.hi.ambi.vege.wf.03.27.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.04920869756245936,0.1124913400709519,NA,0,81,NA,63,96,NA,9,14,NA
CHE.hi.ambi.vege.wf.03.28.1,salpra,forb,2021-06-17,1,1,0,0,0,NA,0.06832366888556934,0.02841116399364627,NA,0,0,NA,54,33,NA,6,5,NA
CHE.hi.ambi.vege.wf.03.29.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.14054304202096615,0.08280454193913343,0.0959,0,0,0,50,51,50,7,4,5
CHE.hi.ambi.vege.wf.03.30.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.04791317814987907,0.0010828527353083002,0.0129,0,0,0,70,25,63,6,1,2
CHE.hi.ambi.vege.wf.05.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.0369936399576945,0.06318372186319463,0.1053,0,0,0,128,154,129,8,7,14
CHE.hi.ambi.vege.wf.05.02.1,daucar,forb,2021-06-17,1,1,0,0,1,NA,0.10940725822050262,0.6417352184996357,NA,0,358.3636363636364,NA,150,141,NA,6,4,NA
CHE.hi.ambi.vege.wf.05.03.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.017855971856623156,0.020533487848651527,0.1982,0,0,0,56,175,192,7,3,12
CHE.hi.ambi.vege.wf.05.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.03432766625414988,0.05554594627151066,0.2751,0,0,0,119,195,206,7,6,17
CHE.hi.ambi.vege.wf.05.05.1,hypper,forb,2021-06-17,1,1,1,0,0,1,0.08185631729536708,0.4031504593329841,0.6049,0,0,396.85714285714283,75,194,231,43,126,208
CHE.hi.ambi.vege.wf.05.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.055118934600583015,0.4127179813278673,1.22,0,33.4,66.8,49,197,281,6,9,28
CHE.hi.ambi.vege.wf.05.07.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.009801025926307416,0.017672700551394697,0.0665,0,0,0,81,136,151,3,3,7
CHE.hi.ambi.vege.wf.05.08.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.028687766683313774,0.16702617055755792,0.4179,0,0,0,62,183,189,12,14,31
CHE.hi.ambi.vege.wf.05.09.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.00972765978738855,NA,NA,0,NA,NA,24,NA,NA,4,NA,NA
CHE.hi.ambi.vege.wf.05.10.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.02623925448887373,0.012856760941075237,0.0259,0,0,0,34,64,30,6,1,4
CHE.hi.ambi.vege.wf.05.11.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.07180938090423719,0.08636645281340141,0.0944,0,0,0,79,68,81,15,22,19
CHE.hi.ambi.vege.wf.05.12.1,daucar,forb,2021-06-17,1,1,1,0,0,0,0.021525647055804533,0.024279196587804197,0.0541,0,0,0,53,105,86,4,3,4
CHE.hi.ambi.vege.wf.05.13.1,daucar,forb,2021-06-17,1,1,1,0,0,0,0.041729700522091656,0.1828079997521747,0.0535,0,0,0,71,136,112,4,5,2
CHE.hi.ambi.vege.wf.05.14.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.058685290513098926,0.23887208640232066,0.402,0,0,0,88,175,159,6,9,19
CHE.hi.ambi.vege.wf.05.15.1,hypper,forb,2021-06-17,1,1,1,0,0,1,0.032470675416488036,0.12331250030134108,0.2802,0,0,165.35714285714283,43,121,174,22,54,122
CHE.hi.ambi.vege.wf.05.16.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.02177368407068268,0.06580234299831128,0.0545,0,0,0,77,118,88,7,11,13
CHE.hi.ambi.vege.wf.05.17.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.025456578759294874,0.03627674763478739,0.0874,0,0,0,30,60,45,5,3,4
CHE.hi.ambi.vege.wf.05.18.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.046488390683171364,0.15477869019523188,0.226,0,0,0,63,138,148,28,64,126
CHE.hi.ambi.vege.wf.05.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.03237065561286957,0.010622019565409277,0.0129,0,0,0,42,21,31,5,3,5
CHE.hi.ambi.vege.wf.05.20.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.21027093727399185,0.10031387308457188,0.0152,0,0,0,171,97,62,26,20,8
CHE.hi.ambi.vege.wf.05.21.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.01280574528803384,NA,NA,0,NA,NA,60,NA,NA,4,NA,NA
CHE.hi.ambi.vege.wf.05.22.1,silvul,forb,2021-06-17,1,1,0,0,0,NA,0.04521839635281365,0.09720744045927172,NA,0,0,NA,62,123,NA,13,16,NA
CHE.hi.ambi.vege.wf.05.23.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.020433761312286823,0.13709962511200383,0.3084,0,0,0,31,74,75,5,7,12
CHE.hi.ambi.vege.wf.05.24.1,scacol,forb,2021-06-17,1,1,1,0,0,1,0.04826929369580456,0.24874541225689886,0.89,0,0,100.19999999999999,49,99,201,5,8,16
CHE.hi.ambi.vege.wf.05.25.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.01549437374614816,0.06940681678346496,0.0454,0,0,0,74,128,84,3,7,6
CHE.hi.ambi.vege.wf.05.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.04676290567622934,0.06816483401837603,0.0483,0,0,0,46,47,41,7,6,5
CHE.hi.ambi.vege.wf.05.27.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.01216643153242282,NA,NA,0,NA,NA,34,NA,NA,4,NA,NA
CHE.hi.ambi.vege.wf.05.28.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.08624011969162937,0.04163014989056783,0.0339,0,0,0,54,47,43,8,4,8
CHE.hi.ambi.vege.wf.05.29.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.0666653503037972,0.038372199568412424,0.0911,0,0,0,36,52,53,6,3,5
CHE.hi.ambi.vege.wf.05.30.1,cenjac,forb,2021-06-17,1,1,0,0,1,NA,0.0816875861655419,0.5194406065612385,NA,0,16.846153846153847,NA,136,231,NA,6,16,NA
CHE.hi.warm.vege.wf.01.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.01439292913957366,0.10276870530955322,0.2053,0,0,0,68,173,142,5,9,13
CHE.hi.warm.vege.wf.01.02.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.03287742420395678,NA,NA,0,NA,NA,73,NA,NA,4,NA,NA
CHE.hi.warm.vege.wf.01.03.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.08333498973221061,0.11431751457996661,0.6176,0,0,0,218,161,179,8,12,38
CHE.hi.warm.vege.wf.01.04.2,broere,graminoid,2021-07-28,1,1,1,0,1,0,0.06203527124792888,0.5919524973976742,0.2997,0,6.826086956521739,0,255,287,201,5,15,18
CHE.hi.warm.vege.wf.01.05.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.021618011959906782,0.0514579004632823,0.1025,0,0,0,54,117,119,16,26,39
CHE.hi.warm.vege.wf.01.06.1,scacol,forb,2021-06-17,1,0,0,0,NA,NA,0.03319914323434686,NA,NA,0,NA,NA,37,NA,NA,6,NA,NA
CHE.hi.warm.vege.wf.01.07.1,broere,graminoid,2021-06-23,1,1,1,0,0,0,0.14683984261622987,0.28101800758025824,0.452,0,0,0,262,173,123,11,22,21
CHE.hi.warm.vege.wf.01.09.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.03345696294956554,0.06363039317596374,NA,0,27,NA,81,86,NA,6,7,NA
CHE.hi.warm.vege.wf.01.10.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.07741422044061753,0.02845100337954068,0.0741,0,0,0,53,55,48,5,2,4
CHE.hi.warm.vege.wf.01.11.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.09777539383791749,0.17511328986074637,0.0763,0,0,0,85,110,63,19,30,36
CHE.hi.warm.vege.wf.01.12.1,daucar,forb,2021-06-17,1,1,0,0,0,NA,0.12076607334744678,0.1357195772193401,NA,0,0,NA,125,100,NA,6,5,NA
CHE.hi.warm.vege.wf.01.13.1,daucar,forb,2021-06-17,1,1,0,0,0,NA,0.10791649038227528,0.07144037485478791,NA,0,0,NA,102,90,NA,5,4,NA
CHE.hi.warm.vege.wf.01.14.2,cenjac,forb,2021-07-28,1,1,0,0,1,NA,0.06695499722951044,0.18555516624652185,NA,0,16.846153846153847,NA,104,153,NA,6,9,NA
CHE.hi.warm.vege.wf.01.15.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.05266130268173813,0.07962350763009897,0.275,0,0,0,64,141,176,28,34,152
CHE.hi.warm.vege.wf.01.16.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.017880061729132136,0.13694224502326788,0.2112,0,0,0,93,170,111,5,13,28
CHE.hi.warm.vege.wf.01.17.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.09413160278029899,0.01838260935462964,0.039,0,0,0,47,86,30,6,1,3
CHE.hi.warm.vege.wf.01.18.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.025437138170525474,0.15150946808824184,0.288,0,0,0,57,161,161,15,58,166
CHE.hi.warm.vege.wf.01.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.2099736139000487,0.12094078906946261,0.2667,0,0,0,64,71,57,10,6,7
CHE.hi.warm.vege.wf.01.20.1,silvul,forb,2021-06-17,1,1,1,0,1,0,0.07365745358770977,0.9463128471832264,0.0956,0,363.8571428571429,0,139,263,87,10,34,28
CHE.hi.warm.vege.wf.01.21.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.02007003224280468,NA,NA,0,NA,NA,46,NA,NA,6,NA,NA
CHE.hi.warm.vege.wf.01.22.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.10756064240505048,0.10019444457741322,0.0767,0,0,0,83,170,96,21,12,21
CHE.hi.warm.vege.wf.01.23.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.043373370720442485,0.12258120312650445,0.1854,0,0,0,53,101,75,5,5,8
CHE.hi.warm.vege.wf.01.24.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.02278097590379928,0.05536883676056841,0.1752,0,0,0,46,52,61,5,5,10
CHE.hi.warm.vege.wf.01.25.2,cenjac,forb,2021-07-28,1,1,1,0,1,0,0.05847926368656188,0.15306454174145825,0.0492,0,16.846153846153847,0,114,128,56,5,7,7
CHE.hi.warm.vege.wf.01.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.14554176546364508,0.042669171803553,0.0454,0,0,0,62,50,38,8,4,5
CHE.hi.warm.vege.wf.01.27.1,medlup,legume,2021-06-17,1,1,0,1,1,NA,0.06576948621865605,0.023075862158838622,NA,9,9,NA,55,26,NA,10,5,NA
CHE.hi.warm.vege.wf.01.28.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.1448072335285701,0.06732877093199073,0.0365,0,0,0,68,57,38,9,5,6
CHE.hi.warm.vege.wf.01.29.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.059550068617963525,0.03430986538514217,0.0662,0,0,0,41,49,126,6,3,6
CHE.hi.warm.vege.wf.01.30.2,cenjac,forb,2021-07-28,1,1,1,0,1,0,0.06759146962786361,0.22112074370801307,0.1274,0,16.846153846153847,0,105,143,104,6,11,9
CHE.hi.ambi.vege.wf.01.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.05244878863264005,0.26987613309332964,0.5461,0,0,0,112,224,161,9,15,36
CHE.hi.ambi.vege.wf.01.02.2,daucar,forb,2021-08-02,1,1,1,0,0,0,0.024391948915810313,0.20848186986050968,0.1202,0,0,0,115,152,114,3,6,5
CHE.hi.ambi.vege.wf.01.03.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.07571305742428762,0.24327161921368998,0.8237,0,0,0,286,249,292,6,15,46
CHE.hi.ambi.vege.wf.01.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,1,0.08387864725388003,0.024139991220239593,1.3011,0,0,13.652173913043478,212,142,191,8,4,28
CHE.hi.ambi.vege.wf.01.05.2,hypper,forb,2021-09-21,NA,1,1,NA,0,0,NA,0.07159785315383656,0.0114,NA,0,0,NA,130,50,NA,34,32
CHE.hi.ambi.vege.wf.01.06.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.05055139695857135,0.19081460908105474,0.5685,0,0,0,49,78,130,7,9,22
CHE.hi.ambi.vege.wf.01.07.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.05556634714690997,0.08491154210751906,0.3376,0,0,0,192,239,188,6,7,21
